Position,Decimal,Name,Appearance
0xA198,41368,YI SYLLABLE HLIX,ꆘ
0xA199,41369,YI SYLLABLE HLI,ꆙ
0xA19A,41370,YI SYLLABLE HLIP,ꆚ
0xA19B,41371,YI SYLLABLE HLIEX,ꆛ
0xA19C,41372,YI SYLLABLE HLIE,ꆜ
0xA19D,41373,YI SYLLABLE HLIEP,ꆝ
0xA19E,41374,YI SYLLABLE HLAT,ꆞ
0xA19F,41375,YI SYLLABLE HLAX,ꆟ
0xA1A0,41376,YI SYLLABLE HLA,ꆠ
0xA1A1,41377,YI SYLLABLE HLAP,ꆡ
0xA1A2,41378,YI SYLLABLE HLUOX,ꆢ
0xA1A3,41379,YI SYLLABLE HLUO,ꆣ
0xA1A4,41380,YI SYLLABLE HLUOP,ꆤ
0xA1A5,41381,YI SYLLABLE HLOX,ꆥ
0xA1A6,41382,YI SYLLABLE HLO,ꆦ
0xA1A7,41383,YI SYLLABLE HLOP,ꆧ
0xA1A8,41384,YI SYLLABLE HLEX,ꆨ
0xA1A9,41385,YI SYLLABLE HLE,ꆩ
0xA1AA,41386,YI SYLLABLE HLEP,ꆪ
0xA1AB,41387,YI SYLLABLE HLUT,ꆫ
0xA1AC,41388,YI SYLLABLE HLUX,ꆬ
0xA1AD,41389,YI SYLLABLE HLU,ꆭ
0xA1AE,41390,YI SYLLABLE HLUP,ꆮ
0xA1AF,41391,YI SYLLABLE HLURX,ꆯ
0xA1B0,41392,YI SYLLABLE HLUR,ꆰ
0xA1B1,41393,YI SYLLABLE HLYT,ꆱ
0xA1B2,41394,YI SYLLABLE HLYX,ꆲ
0xA1B3,41395,YI SYLLABLE HLY,ꆳ
0xA1B4,41396,YI SYLLABLE HLYP,ꆴ
0xA1B5,41397,YI SYLLABLE HLYRX,ꆵ
0xA1B6,41398,YI SYLLABLE HLYR,ꆶ
0xA1B7,41399,YI SYLLABLE LIT,ꆷ
0xA1B8,41400,YI SYLLABLE LIX,ꆸ
0xA1B9,41401,YI SYLLABLE LI,ꆹ
0xA1BA,41402,YI SYLLABLE LIP,ꆺ
0xA1BB,41403,YI SYLLABLE LIET,ꆻ
0xA1BC,41404,YI SYLLABLE LIEX,ꆼ
0xA1BD,41405,YI SYLLABLE LIE,ꆽ
0xA1BE,41406,YI SYLLABLE LIEP,ꆾ
0xA1BF,41407,YI SYLLABLE LAT,ꆿ
0xA1C0,41408,YI SYLLABLE LAX,ꇀ
0xA1C1,41409,YI SYLLABLE LA,ꇁ
0xA1C2,41410,YI SYLLABLE LAP,ꇂ
0xA1C3,41411,YI SYLLABLE LUOT,ꇃ
0xA1C4,41412,YI SYLLABLE LUOX,ꇄ
0xA1C5,41413,YI SYLLABLE LUO,ꇅ
0xA1C6,41414,YI SYLLABLE LUOP,ꇆ
0xA1C7,41415,YI SYLLABLE LOT,ꇇ
0xA1C8,41416,YI SYLLABLE LOX,ꇈ
0xA1C9,41417,YI SYLLABLE LO,ꇉ
0xA1CA,41418,YI SYLLABLE LOP,ꇊ
0xA1CB,41419,YI SYLLABLE LEX,ꇋ
0xA1CC,41420,YI SYLLABLE LE,ꇌ
0xA1CD,41421,YI SYLLABLE LEP,ꇍ
0xA1CE,41422,YI SYLLABLE LUT,ꇎ
0xA1CF,41423,YI SYLLABLE LUX,ꇏ
0xA1D0,41424,YI SYLLABLE LU,ꇐ
0xA1D1,41425,YI SYLLABLE LUP,ꇑ
0xA1D2,41426,YI SYLLABLE LURX,ꇒ
0xA1D3,41427,YI SYLLABLE LUR,ꇓ
0xA1D4,41428,YI SYLLABLE LYT,ꇔ
0xA1D5,41429,YI SYLLABLE LYX,ꇕ
0xA1D6,41430,YI SYLLABLE LY,ꇖ
0xA1D7,41431,YI SYLLABLE LYP,ꇗ
0xA1D8,41432,YI SYLLABLE LYRX,ꇘ
0xA1D9,41433,YI SYLLABLE LYR,ꇙ
0xA1DA,41434,YI SYLLABLE GIT,ꇚ
0xA1DB,41435,YI SYLLABLE GIX,ꇛ
0xA1DC,41436,YI SYLLABLE GI,ꇜ
0xA1DD,41437,YI SYLLABLE GIP,ꇝ
0xA1DE,41438,YI SYLLABLE GIET,ꇞ
0xA1DF,41439,YI SYLLABLE GIEX,ꇟ
0xA1E0,41440,YI SYLLABLE GIE,ꇠ
0xA1E1,41441,YI SYLLABLE GIEP,ꇡ
0xA1E2,41442,YI SYLLABLE GAT,ꇢ
0xA1E3,41443,YI SYLLABLE GAX,ꇣ
0xA1E4,41444,YI SYLLABLE GA,ꇤ
0xA1E5,41445,YI SYLLABLE GAP,ꇥ
0xA1E6,41446,YI SYLLABLE GUOT,ꇦ
0xA1E7,41447,YI SYLLABLE GUOX,ꇧ
0xA1E8,41448,YI SYLLABLE GUO,ꇨ
0xA1E9,41449,YI SYLLABLE GUOP,ꇩ
0xA1EA,41450,YI SYLLABLE GOT,ꇪ
0xA1EB,41451,YI SYLLABLE GOX,ꇫ
0xA1EC,41452,YI SYLLABLE GO,ꇬ
0xA1ED,41453,YI SYLLABLE GOP,ꇭ
0xA1EE,41454,YI SYLLABLE GET,ꇮ
0xA1EF,41455,YI SYLLABLE GEX,ꇯ
0xA1F0,41456,YI SYLLABLE GE,ꇰ
0xA1F1,41457,YI SYLLABLE GEP,ꇱ
0xA1F2,41458,YI SYLLABLE GUT,ꇲ
0xA1F3,41459,YI SYLLABLE GUX,ꇳ
0xA1F4,41460,YI SYLLABLE GU,ꇴ
0xA1F5,41461,YI SYLLABLE GUP,ꇵ
0xA1F6,41462,YI SYLLABLE GURX,ꇶ
0xA1F7,41463,YI SYLLABLE GUR,ꇷ
0xA1F8,41464,YI SYLLABLE KIT,ꇸ
0xA1F9,41465,YI SYLLABLE KIX,ꇹ
0xA1FA,41466,YI SYLLABLE KI,ꇺ
0xA1FB,41467,YI SYLLABLE KIP,ꇻ
0xA1FC,41468,YI SYLLABLE KIEX,ꇼ
0xA1FD,41469,YI SYLLABLE KIE,ꇽ
0xA1FE,41470,YI SYLLABLE KIEP,ꇾ
0xA1FF,41471,YI SYLLABLE KAT,ꇿ
0xA200,41472,YI SYLLABLE KAX,ꈀ
0xA201,41473,YI SYLLABLE KA,ꈁ
0xA202,41474,YI SYLLABLE KAP,ꈂ
0xA203,41475,YI SYLLABLE KUOX,ꈃ
0xA204,41476,YI SYLLABLE KUO,ꈄ
0xA205,41477,YI SYLLABLE KUOP,ꈅ
0xA206,41478,YI SYLLABLE KOT,ꈆ
0xA207,41479,YI SYLLABLE KOX,ꈇ
0xA208,41480,YI SYLLABLE KO,ꈈ
0xA209,41481,YI SYLLABLE KOP,ꈉ
0xA20A,41482,YI SYLLABLE KET,ꈊ
0xA20B,41483,YI SYLLABLE KEX,ꈋ
0xA20C,41484,YI SYLLABLE KE,ꈌ
0xA20D,41485,YI SYLLABLE KEP,ꈍ
0xA20E,41486,YI SYLLABLE KUT,ꈎ
0xA20F,41487,YI SYLLABLE KUX,ꈏ
0xA210,41488,YI SYLLABLE KU,ꈐ
0xA211,41489,YI SYLLABLE KUP,ꈑ
0xA212,41490,YI SYLLABLE KURX,ꈒ
0xA213,41491,YI SYLLABLE KUR,ꈓ
0xA214,41492,YI SYLLABLE GGIT,ꈔ
0xA215,41493,YI SYLLABLE GGIX,ꈕ
0xA216,41494,YI SYLLABLE GGI,ꈖ
0xA217,41495,YI SYLLABLE GGIEX,ꈗ
0xA218,41496,YI SYLLABLE GGIE,ꈘ
0xA219,41497,YI SYLLABLE GGIEP,ꈙ
0xA21A,41498,YI SYLLABLE GGAT,ꈚ
0xA21B,41499,YI SYLLABLE GGAX,ꈛ
0xA21C,41500,YI SYLLABLE GGA,ꈜ
0xA21D,41501,YI SYLLABLE GGAP,ꈝ
0xA21E,41502,YI SYLLABLE GGUOT,ꈞ
0xA21F,41503,YI SYLLABLE GGUOX,ꈟ
0xA220,41504,YI SYLLABLE GGUO,ꈠ
0xA221,41505,YI SYLLABLE GGUOP,ꈡ
0xA222,41506,YI SYLLABLE GGOT,ꈢ
0xA223,41507,YI SYLLABLE GGOX,ꈣ
0xA224,41508,YI SYLLABLE GGO,ꈤ
0xA225,41509,YI SYLLABLE GGOP,ꈥ
0xA226,41510,YI SYLLABLE GGET,ꈦ
0xA227,41511,YI SYLLABLE GGEX,ꈧ
0xA228,41512,YI SYLLABLE GGE,ꈨ
0xA229,41513,YI SYLLABLE GGEP,ꈩ
0xA22A,41514,YI SYLLABLE GGUT,ꈪ
0xA22B,41515,YI SYLLABLE GGUX,ꈫ
0xA22C,41516,YI SYLLABLE GGU,ꈬ
0xA22D,41517,YI SYLLABLE GGUP,ꈭ
0xA22E,41518,YI SYLLABLE GGURX,ꈮ
0xA22F,41519,YI SYLLABLE GGUR,ꈯ
0xA230,41520,YI SYLLABLE MGIEX,ꈰ
0xA231,41521,YI SYLLABLE MGIE,ꈱ
0xA232,41522,YI SYLLABLE MGAT,ꈲ
0xA233,41523,YI SYLLABLE MGAX,ꈳ
0xA234,41524,YI SYLLABLE MGA,ꈴ
0xA235,41525,YI SYLLABLE MGAP,ꈵ
0xA236,41526,YI SYLLABLE MGUOX,ꈶ
0xA237,41527,YI SYLLABLE MGUO,ꈷ
0xA238,41528,YI SYLLABLE MGUOP,ꈸ
0xA239,41529,YI SYLLABLE MGOT,ꈹ
0xA23A,41530,YI SYLLABLE MGOX,ꈺ
0xA23B,41531,YI SYLLABLE MGO,ꈻ
0xA23C,41532,YI SYLLABLE MGOP,ꈼ
0xA23D,41533,YI SYLLABLE MGEX,ꈽ
0xA23E,41534,YI SYLLABLE MGE,ꈾ
0xA23F,41535,YI SYLLABLE MGEP,ꈿ
0xA240,41536,YI SYLLABLE MGUT,ꉀ
0xA241,41537,YI SYLLABLE MGUX,ꉁ
0xA242,41538,YI SYLLABLE MGU,ꉂ
0xA243,41539,YI SYLLABLE MGUP,ꉃ
0xA244,41540,YI SYLLABLE MGURX,ꉄ
0xA245,41541,YI SYLLABLE MGUR,ꉅ
0xA246,41542,YI SYLLABLE HXIT,ꉆ
0xA247,41543,YI SYLLABLE HXIX,ꉇ
0xA248,41544,YI SYLLABLE HXI,ꉈ
0xA249,41545,YI SYLLABLE HXIP,ꉉ
0xA24A,41546,YI SYLLABLE HXIET,ꉊ
0xA24B,41547,YI SYLLABLE HXIEX,ꉋ
0xA24C,41548,YI SYLLABLE HXIE,ꉌ
0xA24D,41549,YI SYLLABLE HXIEP,ꉍ
0xA24E,41550,YI SYLLABLE HXAT,ꉎ
0xA24F,41551,YI SYLLABLE HXAX,ꉏ
0xA250,41552,YI SYLLABLE HXA,ꉐ
0xA251,41553,YI SYLLABLE HXAP,ꉑ
0xA252,41554,YI SYLLABLE HXUOT,ꉒ
0xA253,41555,YI SYLLABLE HXUOX,ꉓ
0xA254,41556,YI SYLLABLE HXUO,ꉔ
0xA255,41557,YI SYLLABLE HXUOP,ꉕ
0xA256,41558,YI SYLLABLE HXOT,ꉖ
0xA257,41559,YI SYLLABLE HXOX,ꉗ
0xA258,41560,YI SYLLABLE HXO,ꉘ
0xA259,41561,YI SYLLABLE HXOP,ꉙ
0xA25A,41562,YI SYLLABLE HXEX,ꉚ
0xA25B,41563,YI SYLLABLE HXE,ꉛ
0xA25C,41564,YI SYLLABLE HXEP,ꉜ
0xA25D,41565,YI SYLLABLE NGIEX,ꉝ
0xA25E,41566,YI SYLLABLE NGIE,ꉞ
0xA25F,41567,YI SYLLABLE NGIEP,ꉟ
0xA260,41568,YI SYLLABLE NGAT,ꉠ
0xA261,41569,YI SYLLABLE NGAX,ꉡ
0xA262,41570,YI SYLLABLE NGA,ꉢ
0xA263,41571,YI SYLLABLE NGAP,ꉣ
0xA264,41572,YI SYLLABLE NGUOT,ꉤ
0xA265,41573,YI SYLLABLE NGUOX,ꉥ
0xA266,41574,YI SYLLABLE NGUO,ꉦ
0xA267,41575,YI SYLLABLE NGOT,ꉧ
0xA268,41576,YI SYLLABLE NGOX,ꉨ
0xA269,41577,YI SYLLABLE NGO,ꉩ
0xA26A,41578,YI SYLLABLE NGOP,ꉪ
0xA26B,41579,YI SYLLABLE NGEX,ꉫ
0xA26C,41580,YI SYLLABLE NGE,ꉬ
0xA26D,41581,YI SYLLABLE NGEP,ꉭ
0xA26E,41582,YI SYLLABLE HIT,ꉮ
0xA26F,41583,YI SYLLABLE HIEX,ꉯ
0xA270,41584,YI SYLLABLE HIE,ꉰ
0xA271,41585,YI SYLLABLE HAT,ꉱ
0xA272,41586,YI SYLLABLE HAX,ꉲ
0xA273,41587,YI SYLLABLE HA,ꉳ
0xA274,41588,YI SYLLABLE HAP,ꉴ
0xA275,41589,YI SYLLABLE HUOT,ꉵ
0xA276,41590,YI SYLLABLE HUOX,ꉶ
0xA277,41591,YI SYLLABLE HUO,ꉷ
0xA278,41592,YI SYLLABLE HUOP,ꉸ
0xA279,41593,YI SYLLABLE HOT,ꉹ
0xA27A,41594,YI SYLLABLE HOX,ꉺ
0xA27B,41595,YI SYLLABLE HO,ꉻ
0xA27C,41596,YI SYLLABLE HOP,ꉼ
0xA27D,41597,YI SYLLABLE HEX,ꉽ
0xA27E,41598,YI SYLLABLE HE,ꉾ
0xA27F,41599,YI SYLLABLE HEP,ꉿ
0xA280,41600,YI SYLLABLE WAT,ꊀ
0xA281,41601,YI SYLLABLE WAX,ꊁ
0xA282,41602,YI SYLLABLE WA,ꊂ
0xA283,41603,YI SYLLABLE WAP,ꊃ
0xA284,41604,YI SYLLABLE WUOX,ꊄ
0xA285,41605,YI SYLLABLE WUO,ꊅ
0xA286,41606,YI SYLLABLE WUOP,ꊆ
0xA287,41607,YI SYLLABLE WOX,ꊇ
0xA288,41608,YI SYLLABLE WO,ꊈ
0xA289,41609,YI SYLLABLE WOP,ꊉ
0xA28A,41610,YI SYLLABLE WEX,ꊊ
0xA28B,41611,YI SYLLABLE WE,ꊋ
0xA28C,41612,YI SYLLABLE WEP,ꊌ
0xA28D,41613,YI SYLLABLE ZIT,ꊍ
0xA28E,41614,YI SYLLABLE ZIX,ꊎ
0xA28F,41615,YI SYLLABLE ZI,ꊏ
0xA290,41616,YI SYLLABLE ZIP,ꊐ
0xA291,41617,YI SYLLABLE ZIEX,ꊑ
0xA292,41618,YI SYLLABLE ZIE,ꊒ
0xA293,41619,YI SYLLABLE ZIEP,ꊓ
0xA294,41620,YI SYLLABLE ZAT,ꊔ
0xA295,41621,YI SYLLABLE ZAX,ꊕ
0xA296,41622,YI SYLLABLE ZA,ꊖ
0xA297,41623,YI SYLLABLE ZAP,ꊗ
0xA298,41624,YI SYLLABLE ZUOX,ꊘ
0xA299,41625,YI SYLLABLE ZUO,ꊙ
0xA29A,41626,YI SYLLABLE ZUOP,ꊚ
0xA29B,41627,YI SYLLABLE ZOT,ꊛ
0xA29C,41628,YI SYLLABLE ZOX,ꊜ
0xA29D,41629,YI SYLLABLE ZO,ꊝ
0xA29E,41630,YI SYLLABLE ZOP,ꊞ
0xA29F,41631,YI SYLLABLE ZEX,ꊟ
0xA2A0,41632,YI SYLLABLE ZE,ꊠ
0xA2A1,41633,YI SYLLABLE ZEP,ꊡ
0xA2A2,41634,YI SYLLABLE ZUT,ꊢ
0xA2A3,41635,YI SYLLABLE ZUX,ꊣ
0xA2A4,41636,YI SYLLABLE ZU,ꊤ
0xA2A5,41637,YI SYLLABLE ZUP,ꊥ
0xA2A6,41638,YI SYLLABLE ZURX,ꊦ
0xA2A7,41639,YI SYLLABLE ZUR,ꊧ
0xA2A8,41640,YI SYLLABLE ZYT,ꊨ
0xA2A9,41641,YI SYLLABLE ZYX,ꊩ
0xA2AA,41642,YI SYLLABLE ZY,ꊪ
0xA2AB,41643,YI SYLLABLE ZYP,ꊫ
0xA2AC,41644,YI SYLLABLE ZYRX,ꊬ
0xA2AD,41645,YI SYLLABLE ZYR,ꊭ
0xA2AE,41646,YI SYLLABLE CIT,ꊮ
0xA2AF,41647,YI SYLLABLE CIX,ꊯ
0xA2B0,41648,YI SYLLABLE CI,ꊰ
0xA2B1,41649,YI SYLLABLE CIP,ꊱ
0xA2B2,41650,YI SYLLABLE CIET,ꊲ
0xA2B3,41651,YI SYLLABLE CIEX,ꊳ
0xA2B4,41652,YI SYLLABLE CIE,ꊴ
0xA2B5,41653,YI SYLLABLE CIEP,ꊵ
0xA2B6,41654,YI SYLLABLE CAT,ꊶ
0xA2B7,41655,YI SYLLABLE CAX,ꊷ
0xA2B8,41656,YI SYLLABLE CA,ꊸ
0xA2B9,41657,YI SYLLABLE CAP,ꊹ
0xA2BA,41658,YI SYLLABLE CUOX,ꊺ
0xA2BB,41659,YI SYLLABLE CUO,ꊻ
0xA2BC,41660,YI SYLLABLE CUOP,ꊼ
0xA2BD,41661,YI SYLLABLE COT,ꊽ
0xA2BE,41662,YI SYLLABLE COX,ꊾ
0xA2BF,41663,YI SYLLABLE CO,ꊿ
0xA2C0,41664,YI SYLLABLE COP,ꋀ
0xA2C1,41665,YI SYLLABLE CEX,ꋁ
0xA2C2,41666,YI SYLLABLE CE,ꋂ
0xA2C3,41667,YI SYLLABLE CEP,ꋃ
0xA2C4,41668,YI SYLLABLE CUT,ꋄ
0xA2C5,41669,YI SYLLABLE CUX,ꋅ
0xA2C6,41670,YI SYLLABLE CU,ꋆ
0xA2C7,41671,YI SYLLABLE CUP,ꋇ
0xA2C8,41672,YI SYLLABLE CURX,ꋈ
0xA2C9,41673,YI SYLLABLE CUR,ꋉ
0xA2CA,41674,YI SYLLABLE CYT,ꋊ
0xA2CB,41675,YI SYLLABLE CYX,ꋋ
0xA2CC,41676,YI SYLLABLE CY,ꋌ
0xA2CD,41677,YI SYLLABLE CYP,ꋍ
0xA2CE,41678,YI SYLLABLE CYRX,ꋎ
0xA2CF,41679,YI SYLLABLE CYR,ꋏ
0xA2D0,41680,YI SYLLABLE ZZIT,ꋐ
0xA2D1,41681,YI SYLLABLE ZZIX,ꋑ
0xA2D2,41682,YI SYLLABLE ZZI,ꋒ
0xA2D3,41683,YI SYLLABLE ZZIP,ꋓ
0xA2D4,41684,YI SYLLABLE ZZIET,ꋔ
0xA2D5,41685,YI SYLLABLE ZZIEX,ꋕ
0xA2D6,41686,YI SYLLABLE ZZIE,ꋖ
0xA2D7,41687,YI SYLLABLE ZZIEP,ꋗ
0xA2D8,41688,YI SYLLABLE ZZAT,ꋘ
0xA2D9,41689,YI SYLLABLE ZZAX,ꋙ
0xA2DA,41690,YI SYLLABLE ZZA,ꋚ
0xA2DB,41691,YI SYLLABLE ZZAP,ꋛ
0xA2DC,41692,YI SYLLABLE ZZOX,ꋜ
0xA2DD,41693,YI SYLLABLE ZZO,ꋝ
0xA2DE,41694,YI SYLLABLE ZZOP,ꋞ
0xA2DF,41695,YI SYLLABLE ZZEX,ꋟ
0xA2E0,41696,YI SYLLABLE ZZE,ꋠ
0xA2E1,41697,YI SYLLABLE ZZEP,ꋡ
0xA2E2,41698,YI SYLLABLE ZZUX,ꋢ
0xA2E3,41699,YI SYLLABLE ZZU,ꋣ
0xA2E4,41700,YI SYLLABLE ZZUP,ꋤ
0xA2E5,41701,YI SYLLABLE ZZURX,ꋥ
0xA2E6,41702,YI SYLLABLE ZZUR,ꋦ
0xA2E7,41703,YI SYLLABLE ZZYT,ꋧ
0xA2E8,41704,YI SYLLABLE ZZYX,ꋨ
0xA2E9,41705,YI SYLLABLE ZZY,ꋩ
0xA2EA,41706,YI SYLLABLE ZZYP,ꋪ
0xA2EB,41707,YI SYLLABLE ZZYRX,ꋫ
0xA2EC,41708,YI SYLLABLE ZZYR,ꋬ
0xA2ED,41709,YI SYLLABLE NZIT,ꋭ
0xA2EE,41710,YI SYLLABLE NZIX,ꋮ
0xA2EF,41711,YI SYLLABLE NZI,ꋯ
0xA2F0,41712,YI SYLLABLE NZIP,ꋰ
0xA2F1,41713,YI SYLLABLE NZIEX,ꋱ
0xA2F2,41714,YI SYLLABLE NZIE,ꋲ
0xA2F3,41715,YI SYLLABLE NZIEP,ꋳ
0xA2F4,41716,YI SYLLABLE NZAT,ꋴ
0xA2F5,41717,YI SYLLABLE NZAX,ꋵ
0xA2F6,41718,YI SYLLABLE NZA,ꋶ
0xA2F7,41719,YI SYLLABLE NZAP,ꋷ
0xA2F8,41720,YI SYLLABLE NZUOX,ꋸ
0xA2F9,41721,YI SYLLABLE NZUO,ꋹ
0xA2FA,41722,YI SYLLABLE NZOX,ꋺ
0xA2FB,41723,YI SYLLABLE NZOP,ꋻ
0xA2FC,41724,YI SYLLABLE NZEX,ꋼ
0xA2FD,41725,YI SYLLABLE NZE,ꋽ
0xA2FE,41726,YI SYLLABLE NZUX,ꋾ
0xA2FF,41727,YI SYLLABLE NZU,ꋿ
0xA300,41728,YI SYLLABLE NZUP,ꌀ
0xA301,41729,YI SYLLABLE NZURX,ꌁ
0xA302,41730,YI SYLLABLE NZUR,ꌂ
0xA303,41731,YI SYLLABLE NZYT,ꌃ
0xA304,41732,YI SYLLABLE NZYX,ꌄ
0xA305,41733,YI SYLLABLE NZY,ꌅ
0xA306,41734,YI SYLLABLE NZYP,ꌆ
0xA307,41735,YI SYLLABLE NZYRX,ꌇ
0xA308,41736,YI SYLLABLE NZYR,ꌈ
0xA309,41737,YI SYLLABLE SIT,ꌉ
0xA30A,41738,YI SYLLABLE SIX,ꌊ
0xA30B,41739,YI SYLLABLE SI,ꌋ
0xA30C,41740,YI SYLLABLE SIP,ꌌ
0xA30D,41741,YI SYLLABLE SIEX,ꌍ
0xA30E,41742,YI SYLLABLE SIE,ꌎ
0xA30F,41743,YI SYLLABLE SIEP,ꌏ
0xA310,41744,YI SYLLABLE SAT,ꌐ
0xA311,41745,YI SYLLABLE SAX,ꌑ
0xA312,41746,YI SYLLABLE SA,ꌒ
0xA313,41747,YI SYLLABLE SAP,ꌓ
0xA314,41748,YI SYLLABLE SUOX,ꌔ
0xA315,41749,YI SYLLABLE SUO,ꌕ
0xA316,41750,YI SYLLABLE SUOP,ꌖ
0xA317,41751,YI SYLLABLE SOT,ꌗ
0xA318,41752,YI SYLLABLE SOX,ꌘ
0xA319,41753,YI SYLLABLE SO,ꌙ
0xA31A,41754,YI SYLLABLE SOP,ꌚ
0xA31B,41755,YI SYLLABLE SEX,ꌛ
0xA31C,41756,YI SYLLABLE SE,ꌜ
0xA31D,41757,YI SYLLABLE SEP,ꌝ
0xA31E,41758,YI SYLLABLE SUT,ꌞ
0xA31F,41759,YI SYLLABLE SUX,ꌟ
0xA320,41760,YI SYLLABLE SU,ꌠ
0xA321,41761,YI SYLLABLE SUP,ꌡ
0xA322,41762,YI SYLLABLE SURX,ꌢ
0xA323,41763,YI SYLLABLE SUR,ꌣ
0xA324,41764,YI SYLLABLE SYT,ꌤ
0xA325,41765,YI SYLLABLE SYX,ꌥ
0xA326,41766,YI SYLLABLE SY,ꌦ
0xA327,41767,YI SYLLABLE SYP,ꌧ
0xA328,41768,YI SYLLABLE SYRX,ꌨ
0xA329,41769,YI SYLLABLE SYR,ꌩ
0xA32A,41770,YI SYLLABLE SSIT,ꌪ
0xA32B,41771,YI SYLLABLE SSIX,ꌫ
0xA32C,41772,YI SYLLABLE SSI,ꌬ
0xA32D,41773,YI SYLLABLE SSIP,ꌭ
0xA32E,41774,YI SYLLABLE SSIEX,ꌮ
0xA32F,41775,YI SYLLABLE SSIE,ꌯ
0xA330,41776,YI SYLLABLE SSIEP,ꌰ
0xA331,41777,YI SYLLABLE SSAT,ꌱ
0xA332,41778,YI SYLLABLE SSAX,ꌲ
0xA333,41779,YI SYLLABLE SSA,ꌳ
0xA334,41780,YI SYLLABLE SSAP,ꌴ
0xA335,41781,YI SYLLABLE SSOT,ꌵ
0xA336,41782,YI SYLLABLE SSOX,ꌶ
0xA337,41783,YI SYLLABLE SSO,ꌷ
0xA338,41784,YI SYLLABLE SSOP,ꌸ
0xA339,41785,YI SYLLABLE SSEX,ꌹ
0xA33A,41786,YI SYLLABLE SSE,ꌺ
0xA33B,41787,YI SYLLABLE SSEP,ꌻ
0xA33C,41788,YI SYLLABLE SSUT,ꌼ
0xA33D,41789,YI SYLLABLE SSUX,ꌽ
0xA33E,41790,YI SYLLABLE SSU,ꌾ
0xA33F,41791,YI SYLLABLE SSUP,ꌿ
0xA340,41792,YI SYLLABLE SSYT,ꍀ
0xA341,41793,YI SYLLABLE SSYX,ꍁ
0xA342,41794,YI SYLLABLE SSY,ꍂ
0xA343,41795,YI SYLLABLE SSYP,ꍃ
0xA344,41796,YI SYLLABLE SSYRX,ꍄ
0xA345,41797,YI SYLLABLE SSYR,ꍅ
0xA346,41798,YI SYLLABLE ZHAT,ꍆ
0xA347,41799,YI SYLLABLE ZHAX,ꍇ
0xA348,41800,YI SYLLABLE ZHA,ꍈ
0xA349,41801,YI SYLLABLE ZHAP,ꍉ
0xA34A,41802,YI SYLLABLE ZHUOX,ꍊ
0xA34B,41803,YI SYLLABLE ZHUO,ꍋ
0xA34C,41804,YI SYLLABLE ZHUOP,ꍌ
0xA34D,41805,YI SYLLABLE ZHOT,ꍍ
0xA34E,41806,YI SYLLABLE ZHOX,ꍎ
0xA34F,41807,YI SYLLABLE ZHO,ꍏ
0xA350,41808,YI SYLLABLE ZHOP,ꍐ
0xA351,41809,YI SYLLABLE ZHET,ꍑ
0xA352,41810,YI SYLLABLE ZHEX,ꍒ
0xA353,41811,YI SYLLABLE ZHE,ꍓ
0xA354,41812,YI SYLLABLE ZHEP,ꍔ
0xA355,41813,YI SYLLABLE ZHUT,ꍕ
0xA356,41814,YI SYLLABLE ZHUX,ꍖ
0xA357,41815,YI SYLLABLE ZHU,ꍗ
0xA358,41816,YI SYLLABLE ZHUP,ꍘ
0xA359,41817,YI SYLLABLE ZHURX,ꍙ
0xA35A,41818,YI SYLLABLE ZHUR,ꍚ
0xA35B,41819,YI SYLLABLE ZHYT,ꍛ
0xA35C,41820,YI SYLLABLE ZHYX,ꍜ
0xA35D,41821,YI SYLLABLE ZHY,ꍝ
0xA35E,41822,YI SYLLABLE ZHYP,ꍞ
0xA35F,41823,YI SYLLABLE ZHYRX,ꍟ
0xA360,41824,YI SYLLABLE ZHYR,ꍠ
0xA361,41825,YI SYLLABLE CHAT,ꍡ
0xA362,41826,YI SYLLABLE CHAX,ꍢ
0xA363,41827,YI SYLLABLE CHA,ꍣ
0xA364,41828,YI SYLLABLE CHAP,ꍤ
0xA365,41829,YI SYLLABLE CHUOT,ꍥ
0xA366,41830,YI SYLLABLE CHUOX,ꍦ
0xA367,41831,YI SYLLABLE CHUO,ꍧ
0xA368,41832,YI SYLLABLE CHUOP,ꍨ
0xA369,41833,YI SYLLABLE CHOT,ꍩ
0xA36A,41834,YI SYLLABLE CHOX,ꍪ
0xA36B,41835,YI SYLLABLE CHO,ꍫ
0xA36C,41836,YI SYLLABLE CHOP,ꍬ
0xA36D,41837,YI SYLLABLE CHET,ꍭ
0xA36E,41838,YI SYLLABLE CHEX,ꍮ
0xA36F,41839,YI SYLLABLE CHE,ꍯ
0xA370,41840,YI SYLLABLE CHEP,ꍰ
0xA371,41841,YI SYLLABLE CHUX,ꍱ
0xA372,41842,YI SYLLABLE CHU,ꍲ
0xA373,41843,YI SYLLABLE CHUP,ꍳ
0xA374,41844,YI SYLLABLE CHURX,ꍴ
0xA375,41845,YI SYLLABLE CHUR,ꍵ
0xA376,41846,YI SYLLABLE CHYT,ꍶ
0xA377,41847,YI SYLLABLE CHYX,ꍷ
0xA378,41848,YI SYLLABLE CHY,ꍸ
0xA379,41849,YI SYLLABLE CHYP,ꍹ
0xA37A,41850,YI SYLLABLE CHYRX,ꍺ
0xA37B,41851,YI SYLLABLE CHYR,ꍻ
0xA37C,41852,YI SYLLABLE RRAX,ꍼ
0xA37D,41853,YI SYLLABLE RRA,ꍽ
0xA37E,41854,YI SYLLABLE RRUOX,ꍾ
